gas_ppm,tilt_deg,vibration_g,label,gas_risk,tilt_risk,vibration_risk,structural_risk,joint_risk
406.1,21.79,0.727,critical,0.507625,0.7263333333333333,0.727,0.7266666666666666,0.6171458333333333
745.3,22.21,0.764,critical,0.9316249999999999,0.7403333333333334,0.764,0.7521666666666667,0.8418958333333333
963.8,22.48,0.601,critical,1.0,0.7493333333333333,0.601,0.6751666666666667,0.8375833333333333
561.5,2.79,0.058,elevated,0.701875,0.093,0.058,0.0755,0.3886875
395.0,2.55,0.043,elevated,0.49375,0.08499999999999999,0.043,0.064,0.278875
239.9,10.25,0.061,elevated,0.299875,0.3416666666666667,0.061,0.20133333333333334,0.2506041666666667
568.1,26.57,0.728,critical,0.710125,0.8856666666666667,0.728,0.8068333333333333,0.7584791666666666
481.7,37.14,0.399,critical,0.602125,1.0,0.399,0.6995,0.6508125
180.1,7.09,0.196,elevated,0.225125,0.23633333333333334,0.196,0.21616666666666667,0.22064583333333332
647.3,27.51,0.509,critical,0.809125,0.917,0.509,0.7130000000000001,0.7610625
309.0,8.07,0.207,elevated,0.38625,0.269,0.207,0.238,0.312125
65.7,2.26,0.042,safe,0.082125,0.07533333333333332,0.042,0.05866666666666666,0.07039583333333332
168.1,17.74,0.238,elevated,0.210125,0.5913333333333333,0.238,0.41466666666666663,0.3123958333333333
595.7,26.6,0.649,critical,0.7446250000000001,0.8866666666666667,0.649,0.7678333333333334,0.7562291666666667
99.1,1.76,0.079,safe,0.123875,0.058666666666666666,0.079,0.06883333333333333,0.09635416666666666
40.2,1.19,0.075,safe,0.05025,0.03966666666666666,0.075,0.05733333333333333,0.05379166666666667
90.4,1.49,0.038,safe,0.113,0.049666666666666665,0.038,0.043833333333333335,0.07841666666666666
301.7,10.37,0.185,elevated,0.377125,0.3456666666666666,0.185,0.2653333333333333,0.3212291666666667
123.3,18.88,0.408,elevated,0.15412499999999998,0.6293333333333333,0.408,0.5186666666666666,0.3363958333333333
424.6,8.18,0.276,elevated,0.53075,0.27266666666666667,0.276,0.2743333333333333,0.4025416666666667
303.1,10.41,0.142,elevated,0.378875,0.34700000000000003,0.142,0.2445,0.3116875
368.9,10.36,0.08,elevated,0.46112499999999995,0.3453333333333333,0.08,0.21266666666666667,0.3368958333333333
311.6,16.44,0.398,elevated,0.3895,0.548,0.398,0.47300000000000003,0.43125
89.5,2.72,0.016,safe,0.111875,0.09066666666666667,0.016,0.05333333333333334,0.08260416666666667
720.8,20.15,0.609,critical,0.9009999999999999,0.6716666666666666,0.609,0.6403333333333333,0.7706666666666666
313.1,7.92,0.235,elevated,0.39137500000000003,0.264,0.235,0.2495,0.32043750000000004
298.8,16.18,0.224,elevated,0.3735,0.5393333333333333,0.224,0.38166666666666665,0.3775833333333333
107.7,17.14,0.269,elevated,0.134625,0.5713333333333334,0.269,0.4201666666666667,0.27739583333333334
89.9,1.17,0.065,safe,0.112375,0.039,0.065,0.052000000000000005,0.0821875
336.5,7.98,0.371,elevated,0.420625,0.266,0.371,0.3185,0.3695625
639.0,16.82,0.817,critical,0.79875,0.5606666666666666,0.817,0.6888333333333333,0.7437916666666666
198.4,9.64,0.201,elevated,0.248,0.32133333333333336,0.201,0.26116666666666666,0.25458333333333333
584.3,2.25,0.047,elevated,0.730375,0.075,0.047,0.061,0.39568749999999997
338.3,8.91,0.309,elevated,0.422875,0.297,0.309,0.303,0.3629375
507.2,3.24,0.045,elevated,0.634,0.10800000000000001,0.045,0.07650000000000001,0.35525
224.9,4.02,0.18,elevated,0.281125,0.13399999999999998,0.18,0.15699999999999997,0.2190625
78.5,0.48,0.063,safe,0.098125,0.016,0.063,0.0395,0.0688125
123.8,3.37,0.046,safe,0.15475,0.11233333333333334,0.046,0.07916666666666666,0.11695833333333333
678.7,28.55,0.574,critical,0.8483750000000001,0.9516666666666667,0.574,0.7628333333333333,0.8056041666666667
265.7,10.8,0.252,elevated,0.332125,0.36000000000000004,0.252,0.30600000000000005,0.3190625
594.9,25.2,0.65,critical,0.743625,0.84,0.65,0.745,0.7443124999999999
81.9,1.1,0.043,safe,0.10237500000000001,0.03666666666666667,0.043,0.03983333333333333,0.07110416666666666
597.7,3.63,0.064,elevated,0.747125,0.121,0.064,0.0925,0.41981250000000003
62.9,1.04,0.023,safe,0.078625,0.034666666666666665,0.023,0.028833333333333332,0.05372916666666667
60.4,2.83,0.049,safe,0.0755,0.09433333333333334,0.049,0.07166666666666667,0.07358333333333333
711.6,22.84,0.652,critical,0.8895000000000001,0.7613333333333333,0.652,0.7066666666666667,0.7980833333333334
67.1,1.23,0.072,safe,0.08387499999999999,0.041,0.072,0.056499999999999995,0.07018749999999999
70.1,1.52,0.06,safe,0.087625,0.050666666666666665,0.06,0.05533333333333333,0.07147916666666666
81.4,0.0,0.03,safe,0.10175000000000001,0.0,0.03,0.015,0.058375
322.1,10.38,0.312,elevated,0.402625,0.34600000000000003,0.312,0.329,0.3658125
809.9,25.11,0.558,critical,1.0,0.837,0.558,0.6975,0.84875
266.5,10.13,0.401,elevated,0.333125,0.33766666666666667,0.401,0.36933333333333335,0.3512291666666667
85.2,0.7,0.06,safe,0.1065,0.02333333333333333,0.06,0.041666666666666664,0.07408333333333333
345.5,13.59,0.253,elevated,0.431875,0.453,0.253,0.353,0.3924375
111.0,2.07,0.059,safe,0.13875,0.06899999999999999,0.059,0.064,0.101375
786.1,27.75,0.613,critical,0.9826250000000001,0.925,0.613,0.769,0.8758125000000001
99.3,1.89,0.073,safe,0.124125,0.063,0.073,0.068,0.0960625
68.0,2.62,0.051,safe,0.085,0.08733333333333333,0.051,0.06916666666666667,0.07708333333333334
261.7,10.72,0.198,elevated,0.327125,0.35733333333333334,0.198,0.2776666666666667,0.3023958333333333
55.1,1.14,0.024,safe,0.068875,0.038,0.024,0.031,0.0499375
633.7,28.9,0.78,critical,0.7921250000000001,0.9633333333333333,0.78,0.8716666666666666,0.8318958333333333
541.0,17.92,0.686,critical,0.67625,0.5973333333333334,0.686,0.6416666666666667,0.6589583333333333
64.9,1.42,0.086,safe,0.081125,0.04733333333333333,0.086,0.06666666666666667,0.07389583333333333
232.8,9.52,0.248,elevated,0.29100000000000004,0.3173333333333333,0.248,0.2826666666666666,0.28683333333333333
84.5,2.38,0.013,safe,0.105625,0.07933333333333333,0.013,0.04616666666666666,0.07589583333333333
86.8,3.37,0.069,safe,0.1085,0.11233333333333334,0.069,0.09066666666666667,0.09958333333333333
111.6,3.28,0.035,safe,0.13949999999999999,0.10933333333333332,0.035,0.07216666666666666,0.10583333333333332
720.8,27.63,0.685,critical,0.9009999999999999,0.9209999999999999,0.685,0.8029999999999999,0.8519999999999999
644.5,27.62,0.448,critical,0.805625,0.9206666666666667,0.448,0.6843333333333333,0.7449791666666667
111.3,2.96,0.043,safe,0.139125,0.09866666666666667,0.043,0.07083333333333333,0.10497916666666667
539.4,30.92,0.761,critical,0.67425,1.0,0.761,0.8805000000000001,0.777375
284.6,14.59,0.289,elevated,0.35575,0.48633333333333334,0.289,0.38766666666666666,0.3717083333333333
66.8,3.01,0.07,safe,0.08349999999999999,0.10033333333333333,0.07,0.08516666666666667,0.08433333333333333
95.6,2.67,0.035,safe,0.1195,0.089,0.035,0.062,0.09075
744.8,18.11,0.75,critical,0.9309999999999999,0.6036666666666667,0.75,0.6768333333333334,0.8039166666666666
122.9,1.35,0.049,safe,0.153625,0.045000000000000005,0.049,0.047,0.1003125
126.3,0.33,0.04,safe,0.157875,0.011000000000000001,0.04,0.025500000000000002,0.09168749999999999
312.1,14.59,0.307,elevated,0.39012500000000006,0.48633333333333334,0.307,0.39666666666666667,0.3933958333333334
274.3,13.12,0.372,elevated,0.34287500000000004,0.4373333333333333,0.372,0.4046666666666666,0.37377083333333333
58.8,1.73,0.058,safe,0.0735,0.057666666666666665,0.058,0.057833333333333334,0.06566666666666666
81.8,18.42,0.47,elevated,0.10225,0.6140000000000001,0.47,0.542,0.322125
642.4,16.3,0.815,critical,0.8029999999999999,0.5433333333333333,0.815,0.6791666666666667,0.7410833333333333
94.3,0.58,0.072,safe,0.117875,0.01933333333333333,0.072,0.04566666666666666,0.08177083333333332
83.4,2.24,0.083,safe,0.10425000000000001,0.07466666666666667,0.083,0.07883333333333334,0.09154166666666667
381.8,11.78,0.252,elevated,0.47725,0.39266666666666666,0.252,0.32233333333333336,0.39979166666666666
85.2,2.12,0.008,safe,0.1065,0.07066666666666667,0.008,0.03933333333333333,0.07291666666666666
240.7,7.34,0.216,elevated,0.300875,0.24466666666666667,0.216,0.23033333333333333,0.26560416666666664
63.2,1.98,0.05,safe,0.079,0.066,0.05,0.058,0.0685
770.4,17.04,0.365,critical,0.963,0.568,0.365,0.46649999999999997,0.71475
331.4,10.17,0.259,elevated,0.41424999999999995,0.339,0.259,0.29900000000000004,0.35662499999999997
715.9,28.21,0.735,critical,0.894875,0.9403333333333334,0.735,0.8376666666666667,0.8662708333333333
597.6,27.95,0.473,critical,0.747,0.9316666666666666,0.473,0.7023333333333333,0.7246666666666666
69.1,0.99,0.082,safe,0.086375,0.033,0.082,0.0575,0.0719375
403.7,10.19,0.4,elevated,0.504625,0.3396666666666667,0.4,0.36983333333333335,0.43722916666666667
371.2,13.22,0.229,elevated,0.46399999999999997,0.4406666666666667,0.229,0.33483333333333337,0.39941666666666664
644.9,30.53,0.913,critical,0.806125,1.0,0.913,0.9565,0.8813124999999999
701.3,27.77,0.506,critical,0.876625,0.9256666666666666,0.506,0.7158333333333333,0.7962291666666667
501.2,1.85,0.034,elevated,0.6265,0.06166666666666667,0.034,0.04783333333333334,0.3371666666666666
314.6,11.71,0.156,elevated,0.39325000000000004,0.39033333333333337,0.156,0.27316666666666667,0.33320833333333333
72.3,3.48,0.073,safe,0.090375,0.116,0.073,0.0945,0.0924375
575.5,15.98,0.526,critical,0.719375,0.5326666666666667,0.526,0.5293333333333334,0.6243541666666668
359.9,6.86,0.278,elevated,0.44987499999999997,0.22866666666666668,0.278,0.25333333333333335,0.35160416666666666
554.5,3.46,0.047,elevated,0.693125,0.11533333333333333,0.047,0.08116666666666666,0.3871458333333333
657.7,29.71,0.775,critical,0.8221250000000001,0.9903333333333334,0.775,0.8826666666666667,0.8523958333333335
74.9,3.2,0.038,safe,0.09362500000000001,0.10666666666666667,0.038,0.07233333333333333,0.08297916666666667
254.7,6.69,0.315,elevated,0.31837499999999996,0.223,0.315,0.269,0.2936875
608.9,27.8,0.569,critical,0.7611249999999999,0.9266666666666666,0.569,0.7478333333333333,0.7544791666666666
351.0,15.48,0.215,elevated,0.43875,0.516,0.215,0.3655,0.40212499999999995
527.0,20.89,0.671,critical,0.65875,0.6963333333333334,0.671,0.6836666666666666,0.6712083333333333
326.2,4.07,0.336,elevated,0.40775,0.13566666666666669,0.336,0.23583333333333334,0.3217916666666667
61.8,2.32,0.06,safe,0.07725,0.07733333333333332,0.06,0.06866666666666665,0.07295833333333332
795.2,31.21,0.692,critical,0.9940000000000001,1.0,0.692,0.846,0.92
568.3,23.9,0.269,critical,0.710375,0.7966666666666666,0.269,0.5328333333333333,0.6216041666666666
358.9,13.87,0.379,elevated,0.448625,0.4623333333333333,0.379,0.42066666666666663,0.4346458333333333
311.9,12.45,0.125,elevated,0.38987499999999997,0.415,0.125,0.27,0.3299375
408.1,7.29,0.291,elevated,0.510125,0.243,0.291,0.267,0.38856250000000003
69.6,1.47,0.06,safe,0.087,0.049,0.06,0.0545,0.07075
76.3,3.53,0.039,safe,0.095375,0.11766666666666666,0.039,0.07833333333333332,0.08685416666666666
633.2,37.6,0.566,critical,0.7915000000000001,1.0,0.566,0.7829999999999999,0.78725
103.3,2.33,0.022,safe,0.129125,0.07766666666666668,0.022,0.04983333333333334,0.08947916666666667
41.0,2.25,0.087,safe,0.05125,0.075,0.087,0.08099999999999999,0.06612499999999999
338.6,11.67,0.248,elevated,0.42325,0.389,0.248,0.3185,0.370875
295.1,13.68,0.232,elevated,0.368875,0.456,0.232,0.34400000000000003,0.3564375
231.2,4.1,0.337,elevated,0.289,0.13666666666666666,0.337,0.23683333333333334,0.2629166666666667
81.4,0.52,0.05,safe,0.10175000000000001,0.017333333333333333,0.05,0.033666666666666664,0.06770833333333334
84.8,2.83,0.056,safe,0.106,0.09433333333333334,0.056,0.07516666666666667,0.09058333333333334
58.6,0.39,0.058,safe,0.07325,0.013000000000000001,0.058,0.035500000000000004,0.054375
297.6,7.79,0.125,elevated,0.37200000000000005,0.25966666666666666,0.125,0.19233333333333333,0.2821666666666667
588.8,22.88,0.634,critical,0.736,0.7626666666666666,0.634,0.6983333333333333,0.7171666666666666
469.7,17.86,0.851,critical,0.587125,0.5953333333333333,0.851,0.7231666666666666,0.6551458333333333
47.7,2.57,0.043,safe,0.059625000000000004,0.08566666666666665,0.043,0.06433333333333333,0.06197916666666667
640.1,29.29,0.769,critical,0.800125,0.9763333333333333,0.769,0.8726666666666667,0.8363958333333333
456.0,1.45,0.054,elevated,0.57,0.04833333333333333,0.054,0.051166666666666666,0.3105833333333333
636.9,39.48,0.757,critical,0.796125,1.0,0.757,0.8785000000000001,0.8373125
295.2,10.55,0.405,elevated,0.369,0.3516666666666667,0.405,0.37833333333333335,0.3736666666666667
306.3,9.6,0.2,elevated,0.382875,0.32,0.2,0.26,0.32143750000000004
313.4,13.07,0.336,elevated,0.39175,0.4356666666666667,0.336,0.38583333333333336,0.38879166666666665
80.3,2.58,0.035,safe,0.10037499999999999,0.08600000000000001,0.035,0.060500000000000005,0.0804375
741.9,26.38,0.493,critical,0.927375,0.8793333333333333,0.493,0.6861666666666666,0.8067708333333332
434.8,23.63,0.683,critical,0.5435,0.7876666666666666,0.683,0.7353333333333334,0.6394166666666667
283.2,11.94,0.144,elevated,0.354,0.39799999999999996,0.144,0.27099999999999996,0.3125
762.1,31.58,0.482,critical,0.952625,1.0,0.482,0.741,0.8468125
320.8,8.03,0.264,elevated,0.401,0.26766666666666666,0.264,0.26583333333333337,0.3334166666666667
63.6,2.21,0.048,safe,0.0795,0.07366666666666667,0.048,0.060833333333333336,0.07016666666666667
115.3,2.37,0.037,safe,0.144125,0.079,0.037,0.057999999999999996,0.1010625
569.4,25.04,0.704,critical,0.71175,0.8346666666666667,0.704,0.7693333333333333,0.7405416666666667
636.6,14.76,0.415,critical,0.7957500000000001,0.492,0.415,0.4535,0.624625
625.0,23.09,0.636,critical,0.78125,0.7696666666666666,0.636,0.7028333333333333,0.7420416666666667
186.6,10.43,0.247,elevated,0.23324999999999999,0.3476666666666667,0.247,0.29733333333333334,0.26529166666666665
424.5,14.17,0.321,elevated,0.530625,0.4723333333333333,0.321,0.39666666666666667,0.4636458333333333
27.6,4.15,0.022,safe,0.0345,0.13833333333333334,0.022,0.08016666666666666,0.05733333333333333
129.3,3.28,0.058,safe,0.16162500000000002,0.10933333333333332,0.058,0.08366666666666667,0.12264583333333334
280.5,12.02,0.355,elevated,0.350625,0.40066666666666667,0.355,0.37783333333333335,0.3642291666666667
650.1,28.64,0.509,critical,0.812625,0.9546666666666667,0.509,0.7318333333333333,0.7722291666666667
312.5,11.17,0.164,elevated,0.390625,0.37233333333333335,0.164,0.26816666666666666,0.32939583333333333
76.8,1.55,0.019,safe,0.096,0.051666666666666666,0.019,0.035333333333333335,0.06566666666666666
76.2,2.33,0.049,safe,0.09525,0.07766666666666668,0.049,0.06333333333333334,0.07929166666666668
271.0,9.08,0.19,elevated,0.33875,0.3026666666666667,0.19,0.24633333333333335,0.2925416666666667
262.5,6.49,0.296,elevated,0.328125,0.21633333333333335,0.296,0.25616666666666665,0.2921458333333333
267.9,11.42,0.23,elevated,0.334875,0.38066666666666665,0.23,0.30533333333333335,0.32010416666666663
66.0,0.68,0.028,safe,0.0825,0.02266666666666667,0.028,0.025333333333333333,0.05391666666666667
398.5,11.7,0.291,elevated,0.498125,0.38999999999999996,0.291,0.34049999999999997,0.4193125
90.3,1.42,0.059,safe,0.112875,0.04733333333333333,0.059,0.05316666666666667,0.08302083333333334
238.7,15.03,0.291,elevated,0.298375,0.501,0.291,0.396,0.3471875
80.9,16.84,0.526,elevated,0.101125,0.5613333333333334,0.526,0.5436666666666667,0.3223958333333334
600.6,3.04,0.036,elevated,0.75075,0.10133333333333333,0.036,0.06866666666666667,0.40970833333333334
518.4,2.93,0.059,elevated,0.648,0.09766666666666667,0.059,0.07833333333333334,0.3631666666666667
326.4,16.02,0.19,elevated,0.408,0.534,0.19,0.362,0.385
205.8,8.8,0.311,elevated,0.25725000000000003,0.29333333333333333,0.311,0.3021666666666667,0.27970833333333334
544.3,2.24,0.024,elevated,0.680375,0.07466666666666667,0.024,0.04933333333333334,0.36485416666666665
72.2,3.18,0.062,safe,0.09025,0.10600000000000001,0.062,0.084,0.08712500000000001
70.7,3.1,0.049,safe,0.08837500000000001,0.10333333333333333,0.049,0.07616666666666666,0.08227083333333333
407.9,12.76,0.3,elevated,0.509875,0.42533333333333334,0.3,0.3626666666666667,0.43627083333333333
231.4,7.48,0.299,elevated,0.28925,0.24933333333333335,0.299,0.27416666666666667,0.28170833333333334
74.0,1.49,0.02,safe,0.0925,0.049666666666666665,0.02,0.034833333333333334,0.06366666666666666
77.7,2.24,0.045,safe,0.097125,0.07466666666666667,0.045,0.059833333333333336,0.07847916666666667
296.1,16.63,0.16,elevated,0.37012500000000004,0.5543333333333333,0.16,0.3571666666666667,0.36364583333333333
117.9,2.76,0.085,safe,0.147375,0.092,0.085,0.0885,0.1179375
280.7,16.47,0.178,elevated,0.350875,0.5489999999999999,0.178,0.36349999999999993,0.3571875
676.3,14.34,0.626,critical,0.845375,0.478,0.626,0.552,0.6986875
286.5,4.72,0.19,elevated,0.358125,0.15733333333333333,0.19,0.17366666666666666,0.26589583333333333
610.8,28.51,0.411,critical,0.7635,0.9503333333333334,0.411,0.6806666666666666,0.7220833333333333
51.7,0.41,0.04,safe,0.064625,0.013666666666666666,0.04,0.026833333333333334,0.04572916666666667
302.3,7.18,0.214,elevated,0.377875,0.23933333333333331,0.214,0.22666666666666666,0.3022708333333333
74.7,5.08,0.049,safe,0.093375,0.16933333333333334,0.049,0.10916666666666666,0.10127083333333334
289.6,12.85,0.165,elevated,0.36200000000000004,0.42833333333333334,0.165,0.2966666666666667,0.32933333333333337
260.9,6.8,0.274,elevated,0.326125,0.22666666666666666,0.274,0.25033333333333335,0.28822916666666665
535.6,25.61,0.58,critical,0.6695,0.8536666666666667,0.58,0.7168333333333333,0.6931666666666667
676.5,21.22,0.669,critical,0.845625,0.7073333333333333,0.669,0.6881666666666666,0.7668958333333333
574.1,2.37,0.04,elevated,0.7176250000000001,0.079,0.04,0.0595,0.38856250000000003
109.1,2.31,0.045,safe,0.136375,0.077,0.045,0.061,0.0986875
283.1,9.7,0.169,elevated,0.35387500000000005,0.3233333333333333,0.169,0.24616666666666664,0.30002083333333335
559.4,16.29,0.881,critical,0.6992499999999999,0.5429999999999999,0.881,0.712,0.705625
572.7,29.0,0.642,critical,0.715875,0.9666666666666667,0.642,0.8043333333333333,0.7601041666666667
102.7,19.45,0.366,elevated,0.12837500000000002,0.6483333333333333,0.366,0.5071666666666667,0.31777083333333334
452.1,22.85,0.626,critical,0.565125,0.7616666666666667,0.626,0.6938333333333333,0.6294791666666666
297.1,12.87,0.255,elevated,0.371375,0.429,0.255,0.34199999999999997,0.3566875
517.1,2.76,0.067,elevated,0.646375,0.092,0.067,0.0795,0.3629375
65.8,1.57,0.059,safe,0.08224999999999999,0.052333333333333336,0.059,0.05566666666666667,0.06895833333333333
296.2,9.34,0.279,elevated,0.37024999999999997,0.31133333333333335,0.279,0.2951666666666667,0.33270833333333333
269.9,14.92,0.122,elevated,0.337375,0.49733333333333335,0.122,0.30966666666666665,0.3235208333333333
498.6,31.75,0.559,critical,0.6232500000000001,1.0,0.559,0.7795000000000001,0.7013750000000001
68.8,2.02,0.053,safe,0.086,0.06733333333333333,0.053,0.06016666666666666,0.07308333333333333
110.5,2.61,0.077,safe,0.138125,0.087,0.077,0.08199999999999999,0.1100625
639.7,31.68,0.458,critical,0.799625,1.0,0.458,0.729,0.7643125
567.1,3.45,0.043,elevated,0.708875,0.115,0.043,0.079,0.3939375
105.3,1.51,0.033,safe,0.131625,0.050333333333333334,0.033,0.04166666666666667,0.08664583333333334
357.8,10.85,0.121,elevated,0.44725000000000004,0.36166666666666664,0.121,0.24133333333333332,0.34429166666666666
615.7,15.61,0.554,critical,0.769625,0.5203333333333333,0.554,0.5371666666666667,0.6533958333333334
641.2,26.14,0.412,critical,0.8015000000000001,0.8713333333333334,0.412,0.6416666666666667,0.7215833333333335
236.8,14.5,0.402,elevated,0.29600000000000004,0.48333333333333334,0.402,0.44266666666666665,0.36933333333333335
259.1,12.52,0.322,elevated,0.323875,0.41733333333333333,0.322,0.3696666666666667,0.34677083333333336
93.7,1.34,0.096,safe,0.117125,0.04466666666666667,0.096,0.07033333333333333,0.09372916666666667
134.4,3.12,0.062,safe,0.168,0.10400000000000001,0.062,0.083,0.1255
67.5,1.14,0.072,safe,0.084375,0.038,0.072,0.05499999999999999,0.0696875
72.5,19.37,0.395,elevated,0.090625,0.6456666666666667,0.395,0.5203333333333333,0.30547916666666663
371.7,9.44,0.22,elevated,0.464625,0.31466666666666665,0.22,0.2673333333333333,0.36597916666666663
310.8,12.17,0.137,elevated,0.3885,0.4056666666666667,0.137,0.2713333333333333,0.32991666666666664
90.9,1.8,0.08,safe,0.113625,0.060000000000000005,0.08,0.07,0.0918125
88.1,1.4,0.039,safe,0.11012499999999999,0.04666666666666666,0.039,0.042833333333333334,0.07647916666666665
81.4,1.18,0.088,safe,0.10175000000000001,0.03933333333333333,0.088,0.06366666666666666,0.08270833333333333
320.6,15.02,0.323,elevated,0.40075000000000005,0.5006666666666667,0.323,0.4118333333333334,0.4062916666666667
42.7,2.54,0.078,safe,0.053375000000000006,0.08466666666666667,0.078,0.08133333333333334,0.06735416666666667
757.0,28.14,0.263,critical,0.94625,0.9380000000000001,0.263,0.6005,0.773375
665.2,21.84,0.502,critical,0.8315,0.728,0.502,0.615,0.72325
223.2,8.86,0.248,elevated,0.27899999999999997,0.29533333333333334,0.248,0.27166666666666667,0.2753333333333333
199.9,13.66,0.182,elevated,0.249875,0.4553333333333333,0.182,0.31866666666666665,0.28427083333333336
382.5,13.52,0.236,elevated,0.478125,0.45066666666666666,0.236,0.3433333333333333,0.4107291666666667
623.5,30.03,0.49,critical,0.779375,1.0,0.49,0.745,0.7621875
101.1,2.56,0.041,safe,0.126375,0.08533333333333333,0.041,0.06316666666666666,0.09477083333333333
552.8,14.65,0.656,critical,0.691,0.48833333333333334,0.656,0.5721666666666667,0.6315833333333334
73.4,3.83,0.062,safe,0.09175000000000001,0.12766666666666668,0.062,0.09483333333333334,0.09329166666666668
395.7,13.71,0.265,elevated,0.494625,0.457,0.265,0.361,0.4278125
87.2,2.1,0.0,safe,0.109,0.07,0.0,0.035,0.07200000000000001
664.7,24.02,0.831,critical,0.830875,0.8006666666666666,0.831,0.8158333333333333,0.8233541666666666
122.7,2.18,0.064,safe,0.153375,0.07266666666666667,0.064,0.06833333333333333,0.11085416666666667
701.6,23.49,0.57,critical,0.877,0.7829999999999999,0.57,0.6764999999999999,0.7767499999999999
271.0,10.45,0.223,elevated,0.33875,0.34833333333333333,0.223,0.2856666666666667,0.3122083333333333
84.6,2.5,0.071,safe,0.10575,0.08333333333333333,0.071,0.07716666666666666,0.09145833333333334
96.4,1.23,0.034,safe,0.12050000000000001,0.041,0.034,0.037500000000000006,0.07900000000000001
587.9,24.6,0.267,critical,0.734875,0.8200000000000001,0.267,0.5435000000000001,0.6391875
339.1,2.34,0.235,elevated,0.423875,0.078,0.235,0.1565,0.2901875
63.1,3.69,0.049,safe,0.078875,0.123,0.049,0.086,0.0824375
51.3,3.68,0.034,safe,0.064125,0.12266666666666667,0.034,0.07833333333333334,0.07122916666666668
39.5,1.14,0.081,safe,0.049375,0.038,0.081,0.0595,0.0544375
314.3,14.68,0.266,elevated,0.39287500000000003,0.48933333333333334,0.266,0.3776666666666667,0.38527083333333334
56.6,2.12,0.053,safe,0.07075000000000001,0.07066666666666667,0.053,0.06183333333333334,0.06629166666666667
635.5,19.01,0.693,critical,0.794375,0.6336666666666667,0.693,0.6633333333333333,0.7288541666666667
352.2,11.37,0.076,elevated,0.44025,0.37899999999999995,0.076,0.22749999999999998,0.333875
307.5,6.11,0.343,elevated,0.384375,0.2036666666666667,0.343,0.2733333333333334,0.32885416666666667
383.5,8.88,0.243,elevated,0.479375,0.29600000000000004,0.243,0.2695,0.3744375
60.2,1.04,0.05,safe,0.07525,0.034666666666666665,0.05,0.042333333333333334,0.058791666666666666
79.3,3.55,0.052,safe,0.09912499999999999,0.11833333333333333,0.052,0.08516666666666667,0.09214583333333333
223.0,5.16,0.176,elevated,0.27875,0.17200000000000001,0.176,0.174,0.226375
746.5,23.86,0.509,critical,0.933125,0.7953333333333333,0.509,0.6521666666666667,0.7926458333333333
73.8,1.71,0.05,safe,0.09225,0.057,0.05,0.053500000000000006,0.072875
87.6,17.44,0.504,elevated,0.10949999999999999,0.5813333333333334,0.504,0.5426666666666666,0.3260833333333333
536.1,21.1,0.58,critical,0.6701250000000001,0.7033333333333334,0.58,0.6416666666666666,0.6558958333333333
214.2,13.71,0.208,elevated,0.26775,0.457,0.208,0.3325,0.300125
71.2,0.13,0.063,safe,0.08900000000000001,0.004333333333333333,0.063,0.033666666666666664,0.06133333333333334
70.8,0.55,0.0,safe,0.0885,0.018333333333333333,0.0,0.009166666666666667,0.04883333333333333
314.6,5.33,0.348,elevated,0.39325000000000004,0.17766666666666667,0.348,0.2628333333333333,0.3280416666666667
87.7,2.54,0.071,safe,0.109625,0.08466666666666667,0.071,0.07783333333333334,0.09372916666666667
92.9,18.86,0.369,elevated,0.116125,0.6286666666666666,0.369,0.4988333333333333,0.30747916666666664
449.6,21.3,0.612,critical,0.562,0.7100000000000001,0.612,0.661,0.6115
542.7,29.47,0.655,critical,0.6783750000000001,0.9823333333333333,0.655,0.8186666666666667,0.7485208333333333
59.5,1.67,0.086,safe,0.074375,0.05566666666666666,0.086,0.07083333333333333,0.07260416666666666
297.7,13.57,0.286,elevated,0.372125,0.45233333333333337,0.286,0.36916666666666664,0.37064583333333334
729.3,27.99,0.672,critical,0.9116249999999999,0.9329999999999999,0.672,0.8025,0.8570625
311.5,10.15,0.236,elevated,0.389375,0.3383333333333333,0.236,0.2871666666666667,0.33827083333333335
352.3,9.39,0.392,elevated,0.440375,0.313,0.392,0.35250000000000004,0.3964375
89.1,15.34,0.31,elevated,0.11137499999999999,0.5113333333333333,0.31,0.4106666666666666,0.2610208333333333
85.9,0.94,0.022,safe,0.10737500000000001,0.03133333333333333,0.022,0.026666666666666665,0.06702083333333334
91.7,2.65,0.053,safe,0.114625,0.08833333333333333,0.053,0.07066666666666667,0.09264583333333334
712.2,16.02,0.594,critical,0.8902500000000001,0.534,0.594,0.5640000000000001,0.727125
86.5,2.31,0.087,safe,0.108125,0.077,0.087,0.08199999999999999,0.0950625
386.6,11.12,0.184,elevated,0.48325,0.37066666666666664,0.184,0.2773333333333333,0.3802916666666667
482.4,3.39,0.051,elevated,0.603,0.113,0.051,0.082,0.34249999999999997
47.9,0.0,0.038,safe,0.059875,0.0,0.038,0.019,0.0394375
297.2,9.48,0.231,elevated,0.3715,0.316,0.231,0.2735,0.3225
334.4,10.97,0.192,elevated,0.418,0.3656666666666667,0.192,0.2788333333333334,0.3484166666666667
102.5,11.61,0.364,elevated,0.128125,0.38699999999999996,0.364,0.37549999999999994,0.2518125
364.4,6.44,0.348,elevated,0.45549999999999996,0.21466666666666667,0.348,0.2813333333333333,0.3684166666666666
51.8,1.87,0.054,safe,0.06475,0.06233333333333334,0.054,0.05816666666666667,0.06145833333333334
